Frame, Timestamp, Shelf, AOI, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z
6074, 169.6484, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6279, 1.3050, -0.3342, 34.7105, 291.3673, 336.9023, -0.5409, 1.7628, -0.8575, 11.9078, 341.5404, 92.7396, 0.0153, 0.0218, -0.0410, 0.0057, -0.0400, -0.0872
6075, 169.6779, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6280, 1.3054, -0.3360, 34.9269, 292.4009, 337.5926, -0.5417, 1.7609, -0.8586, 11.9107, 341.9530, 95.8978, -0.0026, 0.0118, -0.0621, -0.0260, -0.0647, -0.0353
6076, 169.7055, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6284, 1.3065, -0.3391, 35.1669, 292.0159, 336.3220, -0.5437, 1.7559, -0.8599, 9.5239, 343.3616, 97.6588, -0.0126, 0.0421, -0.1123, -0.0740, -0.1799, -0.0465
6077, 169.7357, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6287, 1.3077, -0.3421, 35.4361, 291.7173, 335.4320, -0.5456, 1.7514, -0.8614, 8.5566, 344.1401, 98.6417, -0.0104, 0.0383, -0.0991, -0.0617, -0.1500, -0.0517
6078, 169.7595, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6297, 1.3095, -0.3464, 35.0790, 291.2320, 335.0533, -0.5493, 1.7410, -0.8620, 0.7024, 337.7435, 102.6464, -0.0438, 0.0786, -0.1780, -0.1551, -0.4337, -0.0268
6079, 169.7871, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6315, 1.3112, -0.3495, 34.9766, 289.9886, 333.6993, -0.5536, 1.7181, -0.8660, 356.7137, 339.7290, 104.8733, -0.0635, 0.0612, -0.1138, -0.1577, -0.8303, -0.1429
6080, 169.8168, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6328, 1.3128, -0.3529, 34.7073, 286.7550, 330.8903, -0.5499, 1.6833, -0.8666, 2.2255, 355.4859, 100.8588, -0.0458, 0.0516, -0.1136, 0.1269, -1.1711, -0.0216
6081, 169.8454, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6337, 1.3137, -0.3554, 33.2145, 283.6272, 328.4180, -0.5385, 1.6445, -0.8540, 11.0892, 2.5779, 101.4286, -0.0290, 0.0312, -0.0867, 0.3979, -1.3566, 0.4433
6082, 169.8741, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6338, 1.3136, -0.3571, 31.7681, 282.8734, 328.3893, -0.5257, 1.5991, -0.8326, 16.3599, 4.3192, 102.9200, -0.0058, -0.0012, -0.0600, 0.4459, -1.5855, 0.7457
6083, 169.9085, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6340, 1.3137, -0.3587, 30.8804, 281.9546, 327.8984, -0.5195, 1.5731, -0.8229, 19.8364, 6.4651, 104.2058, -0.0054, 0.0019, -0.0466, 0.1799, -0.7573, 0.2810
6084, 169.9305, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6342, 1.3127, -0.3601, 30.1885, 281.8776, 327.2414, -0.5021, 1.5205, -0.7897, 18.9762, 5.6223, 105.8110, -0.0075, -0.0442, -0.0634, 0.7938, -2.3924, 1.5143
6085, 169.9549, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6340, 1.3112, -0.3604, 30.4184, 282.2928, 326.3932, -0.4777, 1.4580, -0.7562, 12.9552, 359.4257, 111.0837, 0.0063, -0.0611, -0.0153, 0.9959, -2.5539, 1.3695
6086, 169.9822, ShelfDecoration2 (UnityEngine.Transform), Top, -0.6339, 1.3084, -0.3600, 31.8423, 283.0246, 326.5195, -0.4599, 1.4040, -0.7399, 6.4580, 359.1149, 117.6377, 0.0039, -0.1030, 0.0152, 0.6541, -1.9808, 0.5956
6103, 170.4541, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7444, 1.2430, -0.5542, 25.7933, 290.4479, 309.0702, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -4.2750, -2.0737, -3.8429, 16.6603, -54.0870, 27.1017
6104, 170.4813, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7548, 1.2455, -0.5744, 27.2297, 290.7062, 310.0068, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.3798, 0.0925, -0.7440, 0.0000, 0.0000, 0.0000
6105, 170.5089, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7624, 1.2474, -0.5889, 26.8914, 291.1339, 309.3829, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2791, 0.0677, -0.5251, 0.0000, 0.0000, 0.0000
6106, 170.5411, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7685, 1.2517, -0.6010, 27.5320, 291.7565, 311.3334, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1882, 0.1330, -0.3763, 0.0000, 0.0000, 0.0000
6107, 170.5682, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7753, 1.2494, -0.6097, 26.5006, 287.8080, 308.4195, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2517, -0.0856, -0.3205, 0.0000, 0.0000, 0.0000
6108, 170.5939, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7757, 1.2457, -0.6108, 29.1053, 285.9012, 303.5710, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0154, -0.1438, -0.0418, 0.0000, 0.0000, 0.0000
6109, 170.6206, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7733, 1.2437, -0.6093, 32.6262, 281.7235, 301.7510, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0920, -0.0726, 0.0559, 0.0000, 0.0000, 0.0000
6110, 170.6485, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7704, 1.2402, -0.6061, 35.7389, 279.4602, 300.6208, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1038, -0.1256, 0.1125, 0.0000, 0.0000, 0.0000
6111, 170.6763, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7653, 1.2367, -0.5998, 36.7100, 276.3889, 297.5485, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1822, -0.1268, 0.2271, 0.0000, 0.0000, 0.0000
6112, 170.7082, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7590, 1.2352, -0.5935, 35.7884, 277.5178, 298.5329, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1969, -0.0486, 0.1995, 0.0000, 0.0000, 0.0000
6113, 170.7350, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7553, 1.2340, -0.5905, 35.6044, 277.3497, 298.1249, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1401, -0.0425, 0.1126, 0.0000, 0.0000, 0.0000
6114, 170.7611, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7493, 1.2365, -0.5854, 36.4566, 276.3146, 297.1390, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2279, 0.0949, 0.1924, 0.0000, 0.0000, 0.0000
6115, 170.7890, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7443, 1.2393, -0.5799, 39.6086, 274.3855, 296.5154, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1798, 0.1015, 0.1979, 0.0000, 0.0000, 0.0000
6116, 170.8174, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7366, 1.2463, -0.5742, 43.8385, 268.9860, 292.6956, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2722, 0.2459, 0.2006, 0.0000, 0.0000, 0.0000
6117, 170.8445, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7266, 1.2539, -0.5686, 51.0554, 258.2351, 285.6922, -0.2316, 1.0068, -0.6979, 334.7578, 263.6744, 243.3801, 0.3679, 0.2810, 0.2078, -8.5617, 37.2138, -23.7626
6118, 170.8767, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7181, 1.2613, -0.5649, 56.1045, 247.1875, 277.5813, -0.2743, 0.9833, -0.7484, 330.5534, 266.0735, 243.4718, 0.2647, 0.2272, 0.1153, -1.3220, -0.7291, -1.5643
6119, 170.9035, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7131, 1.2618, -0.5652, 62.6329, 205.0305, 241.5435, -0.2908, 0.9807, -0.7751, 329.4217, 271.7710, 242.4491, 0.1839, 0.0199, -0.0120, -0.6151, -0.0966, -0.9972
6120, 170.9288, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7085, 1.2630, -0.5650, 59.3497, 177.8923, 218.0763, -0.3028, 0.9769, -0.7925, 328.3056, 276.1807, 241.5739, 0.1834, 0.0474, 0.0083, -0.4768, -0.1519, -0.6875
6121, 170.9549, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7063, 1.2622, -0.5672, 56.0534, 165.6146, 206.5317, -0.3087, 0.9855, -0.8040, 327.2940, 280.8205, 240.4119, 0.0841, -0.0317, -0.0868, -0.2263, 0.3310, -0.4412
6122, 170.9827, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7042, 1.2612, -0.5739, 61.9905, 177.1221, 214.3753, -0.3155, 0.9986, -0.8130, 328.0480, 287.5322, 238.1725, 0.0756, -0.0356, -0.2418, -0.2425, 0.4726, -0.3233
6123, 171.0119, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.7016, 1.2607, -0.5798, 63.4126, 180.2460, 216.4907, -0.3215, 1.0046, -0.8213, 328.4694, 292.4690, 236.6146, 0.0903, -0.0173, -0.1994, -0.2079, 0.2061, -0.2838
6124, 171.0425, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6961, 1.2604, -0.5922, 66.7754, 228.1478, 258.1227, -0.3387, 1.0248, -0.8279, 331.3698, 299.3830, 235.1758, 0.1780, -0.0075, -0.4072, -0.5594, 0.6571, -0.2180
6125, 171.0695, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6876, 1.2621, -0.6037, 62.2074, 250.2612, 277.6508, -0.3530, 1.0441, -0.8312, 333.0405, 306.5196, 233.0216, 0.3159, 0.0619, -0.4248, -0.5314, 0.7136, -0.1227
6126, 171.0940, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6806, 1.2636, -0.6125, 45.2663, 277.5934, 299.0022, -0.3657, 1.0571, -0.8379, 334.0463, 310.7284, 231.8596, 0.2868, 0.0584, -0.3598, -0.5167, 0.5338, -0.2725
6127, 171.1223, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6762, 1.2707, -0.6242, 40.8650, 282.7577, 303.0198, -0.3741, 1.0713, -0.8411, 335.3281, 315.1426, 230.8919, 0.1537, 0.2520, -0.4113, -0.2964, 0.5007, -0.1129
6127, 171.1223, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6762, 1.2707, -0.6242, 40.8650, 282.7577, 303.0198, -0.3741, 1.0713, -0.8411, 335.3281, 315.1426, 230.8919, -4.9960, 7.8995, -8.3546, -1.3012, 5.1178, 1.1871
6128, 171.1506, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6698, 1.2812, -0.6444, 30.9095, 291.5127, 312.1227, -0.3848, 1.0925, -0.8422, 334.5872, 317.1483, 231.6176, 0.2270, 0.3705, -0.7154, -0.3805, 0.7498, -0.0368
6128, 171.1506, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6698, 1.2812, -0.6444, 30.9095, 291.5127, 312.1227, -0.3848, 1.0925, -0.8422, 334.5872, 317.1483, 231.6176, 0.2270, 0.3705, -0.7154, -0.3805, 0.7498, -0.0368
6129, 171.1812, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6654, 1.2899, -0.6651, 18.9155, 298.2445, 321.4515, -0.3912, 1.1125, -0.8409, 331.3614, 316.0339, 233.0290, 0.1427, 0.2858, -0.6779, -0.2094, 0.6540, 0.0410
6129, 171.1812, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6654, 1.2899, -0.6651, 18.9155, 298.2445, 321.4515, -0.3912, 1.1125, -0.8409, 331.3614, 316.0339, 233.0290, 0.1427, 0.2858, -0.6779, -0.2094, 0.6540, 0.0410
6130, 171.2150, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6680, 1.2906, -0.6843, 17.2996, 300.9834, 328.5951, -0.3912, 1.1178, -0.8431, 328.2852, 312.0875, 234.1638, -0.0751, 0.0202, -0.5653, 0.0010, 0.1564, -0.0661
6130, 171.2150, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6680, 1.2906, -0.6843, 17.2996, 300.9834, 328.5951, -0.3912, 1.1178, -0.8431, 328.2852, 312.0875, 234.1638, -0.0751, 0.0202, -0.5653, 0.0010, 0.1564, -0.0661
6131, 171.2407, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6746, 1.2845, -0.6947, 18.5080, 297.8344, 317.6528, -0.3896, 1.1158, -0.8451, 327.3249, 308.4990, 235.5862, -0.2565, -0.2350, -0.4082, 0.0627, -0.0776, -0.0763
6131, 171.2407, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6746, 1.2845, -0.6947, 18.5080, 297.8344, 317.6528, -0.3896, 1.1158, -0.8451, 327.3249, 308.4990, 235.5862, -0.2565, -0.2350, -0.4082, 0.0627, -0.0776, -0.0763
6132, 171.2681, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6851, 1.2724, -0.7131, 18.6120, 299.2902, 309.6940, -0.3876, 1.1114, -0.8505, 330.1863, 312.0974, 233.6449, -0.3838, -0.4425, -0.6702, 0.0738, -0.1607, -0.1954
6132, 171.2681, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6851, 1.2724, -0.7131, 18.6120, 299.2902, 309.6940, -0.3876, 1.1114, -0.8505, 330.1863, 312.0974, 233.6449, -0.3838, -0.4425, -0.6702, 0.0738, -0.1607, -0.1954
6133, 171.2941, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6851, 1.2724, -0.7131, 18.6120, 299.2902, 309.6940, -0.3876, 1.1114, -0.8505, 330.1863, 312.0974, 233.6449, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6133, 171.2941, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6851, 1.2724, -0.7131, 18.6120, 299.2902, 309.6940, -0.3876, 1.1114, -0.8505, 330.1863, 312.0974, 233.6449, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6134, 171.3211, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6906, 1.2612, -0.7177, 22.3069, 296.5913, 306.3526, -0.3863, 1.1071, -0.8573, 331.7023, 316.2707, 230.9976, -0.2031, -0.4137, -0.1707, 0.0459, -0.1606, -0.2529
6134, 171.3211, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6906, 1.2612, -0.7177, 22.3069, 296.5913, 306.3526, -0.3863, 1.1071, -0.8573, 331.7023, 316.2707, 230.9976, -0.2031, -0.4137, -0.1707, 0.0459, -0.1606, -0.2529
6135, 171.3507, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6916, 1.2539, -0.7148, 23.9268, 293.8790, 304.9372, -0.3855, 1.1024, -0.8642, 332.2210, 319.6800, 228.2570, -0.0361, -0.2482, 0.1004, 0.0290, -0.1579, -0.2330
6135, 171.3507, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6916, 1.2539, -0.7148, 23.9268, 293.8790, 304.9372, -0.3855, 1.1024, -0.8642, 332.2210, 319.6800, 228.2570, -0.0361, -0.2482, 0.1004, 0.0290, -0.1579, -0.2330
6136, 171.3786, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6898, 1.2482, -0.7081, 22.1895, 292.9894, 303.0202, -0.3846, 1.0990, -0.8681, 330.2493, 320.0817, 225.7070, 0.0658, -0.2043, 0.2393, 0.0298, -0.1221, -0.1397
6136, 171.3786, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6898, 1.2482, -0.7081, 22.1895, 292.9894, 303.0202, -0.3846, 1.0990, -0.8681, 330.2493, 320.0817, 225.7070, 0.0658, -0.2043, 0.2393, 0.0298, -0.1221, -0.1397
6137, 171.4063, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6887, 1.2426, -0.7043, 21.4748, 292.3647, 301.2147, -0.3845, 1.0969, -0.8720, 329.5577, 321.1941, 223.9413, 0.0399, -0.2021, 0.1349, 0.0037, -0.0747, -0.1405
6137, 171.4063, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6887, 1.2426, -0.7043, 21.4748, 292.3647, 301.2147, -0.3845, 1.0969, -0.8720, 329.5577, 321.1941, 223.9413, 0.0399, -0.2021, 0.1349, 0.0037, -0.0747, -0.1405
6138, 171.4371, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6824, 1.2385, -0.6933, 23.4540, 289.7253, 301.2668, -0.3829, 1.0961, -0.8723, 326.6095, 319.6592, 221.9854, 0.2055, -0.1327, 0.3582, 0.0551, -0.0249, -0.0110
6138, 171.4371, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6824, 1.2385, -0.6933, 23.4540, 289.7253, 301.2668, -0.3829, 1.0961, -0.8723, 326.6095, 319.6592, 221.9854, 0.2055, -0.1327, 0.3582, 0.0551, -0.0249, -0.0110
6139, 171.4626, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6706, 1.2377, -0.6762, 27.2448, 286.8885, 304.9810, -0.3793, 1.0955, -0.8692, 320.2182, 317.7301, 217.6098, 0.4611, -0.0314, 0.6712, 0.1403, -0.0246, 0.1210
6139, 171.4626, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6706, 1.2377, -0.6762, 27.2448, 286.8885, 304.9810, -0.3793, 1.0955, -0.8692, 320.2182, 317.7301, 217.6098, 0.4611, -0.0314, 0.6712, 0.1403, -0.0246, 0.1210
6140, 171.4888, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6507, 1.2372, -0.6498, 29.4529, 289.7679, 318.5561, -0.3666, 1.0962, -0.8572, 315.9447, 322.5766, 206.4460, 0.7603, -0.0201, 1.0070, 0.4843, 0.0244, 0.4592
6140, 171.4888, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6507, 1.2372, -0.6498, 29.4529, 289.7679, 318.5561, -0.3666, 1.0962, -0.8572, 315.9447, 322.5766, 206.4460, 0.7603, -0.0201, 1.0070, 0.4843, 0.0244, 0.4592
6141, 171.5109, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6338, 1.2340, -0.6247, 26.9918, 295.9540, 332.7485, -0.3412, 1.0966, -0.8388, 318.9111, 336.0762, 185.8268, 0.7654, -0.1437, 1.1370, 1.1459, 0.0192, 0.8306
6141, 171.5109, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6338, 1.2340, -0.6247, 26.9918, 295.9540, 332.7485, -0.3412, 1.0966, -0.8388, 318.9111, 336.0762, 185.8268, 0.7654, -0.1437, 1.1370, 1.1459, 0.0192, 0.8306
6142, 171.5410, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6191, 1.2314, -0.6046, 31.0848, 296.2853, 339.0294, -0.3300, 1.1000, -0.8263, 328.9642, 344.4766, 166.1623, 0.4871, -0.0860, 0.6651, 0.3739, 0.1151, 0.4166
6143, 171.5676, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.6077, 1.2288, -0.5892, 33.4544, 297.1260, 344.3808, -0.3210, 1.1023, -0.8174, 333.9246, 347.1875, 157.4196, 0.4276, -0.0967, 0.5806, 0.3373, 0.0839, 0.3333
6144, 171.5922, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.5948, 1.2175, -0.5746, 36.5627, 298.8688, 346.5805, -0.3154, 1.1149, -0.8151, 341.4958, 345.1263, 147.0697, 0.5234, -0.4604, 0.5935, 0.2274, 0.5136, 0.0955
6145, 171.6214, ShelfDecoration2 (UnityEngine.Transform), Mid, -0.5834, 1.2018, -0.5586, 35.2385, 302.1376, 348.9984, -0.3149, 1.1418, -0.8120, 345.1120, 338.7393, 138.4559, 0.3907, -0.5366, 0.5489, 0.0174, 0.9205, 0.1052
6196, 173.0493, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5705, 1.2429, -0.3423, 13.0073, 202.8884, 196.8795, -0.4977, 1.0228, -0.8730, 342.5565, 333.0609, 241.0071, 1.8128, 0.2558, 8.0966, -4.4867, -2.1166, -0.9809
6197, 173.0772, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5723, 1.2442, -0.3521, 12.6699, 202.5312, 197.3702, -0.5042, 1.0313, -0.8788, 342.1198, 335.1263, 241.3959, -0.0618, 0.0465, -0.3503, -0.2308, 0.3060, -0.2057
6198, 173.1018, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5730, 1.2434, -0.3616, 14.0168, 204.3382, 194.3443, -0.5025, 1.0317, -0.8813, 341.4929, 335.2825, 241.4785, -0.0301, -0.0340, -0.3877, 0.0697, 0.0163, -0.1026
6199, 173.1299, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5730, 1.2434, -0.3616, 14.0168, 204.3382, 194.3443, -0.5025, 1.0317, -0.8813, 341.4929, 335.2825, 241.4785, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6200, 173.1571, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5708, 1.2383, -0.3666, 17.4981, 204.9035, 188.5081, -0.4937, 1.0278, -0.8826, 339.5114, 333.3801, 241.1084, 0.0817, -0.1886, -0.1845, 0.3244, -0.1459, -0.0489
6201, 173.1813, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5680, 1.2342, -0.3689, 16.5784, 203.3475, 185.4209, -0.4821, 1.0217, -0.8821, 337.9086, 329.8857, 242.0388, 0.1167, -0.1671, -0.0972, 0.4776, -0.2502, 0.0221
6202, 173.2105, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5653, 1.2304, -0.3694, 13.7985, 199.7450, 183.8225, -0.4707, 1.0154, -0.8790, 338.3380, 326.4181, 243.7089, 0.0915, -0.1310, -0.0159, 0.3895, -0.2148, 0.1068
6203, 173.2394, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5627, 1.2276, -0.3694, 11.9940, 197.1291, 183.0201, -0.4595, 1.0099, -0.8744, 340.3484, 323.0521, 246.2562, 0.0906, -0.0953, 0.0006, 0.3896, -0.1920, 0.1583
6204, 173.2632, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5601, 1.2251, -0.3702, 10.5277, 195.0815, 182.0334, -0.4540, 1.0071, -0.8723, 340.9518, 322.0606, 247.0153, 0.1076, -0.1070, -0.0354, 0.2305, -0.1182, 0.0875
6205, 173.2907, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5584, 1.2249, -0.3710, 11.2049, 194.9649, 183.9116, -0.4446, 1.0026, -0.8683, 341.5830, 321.4106, 247.5543, 0.0622, -0.0087, -0.0287, 0.3413, -0.1640, 0.1455
6206, 173.3155, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5577, 1.2254, -0.3708, 11.2088, 196.3787, 183.2188, -0.4318, 0.9988, -0.8635, 343.4317, 319.5768, 249.4411, 0.0276, 0.0220, 0.0095, 0.5149, -0.1507, 0.1944
6207, 173.3428, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5573, 1.2265, -0.3704, 12.4858, 197.8037, 184.4514, -0.4200, 0.9942, -0.8595, 345.7741, 317.8148, 250.9522, 0.0167, 0.0417, 0.0124, 0.4308, -0.1678, 0.1454
6208, 173.3757, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5567, 1.2286, -0.3696, 13.5217, 197.8121, 184.2757, -0.4118, 0.9915, -0.8572, 346.3109, 317.3534, 252.3079, 0.0181, 0.0635, 0.0268, 0.2503, -0.0827, 0.0717
6209, 173.4036, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5559, 1.2310, -0.3687, 14.0401, 197.7509, 184.1400, -0.4039, 0.9886, -0.8550, 346.9540, 316.7461, 253.3780, 0.0287, 0.0868, 0.0311, 0.2834, -0.1062, 0.0774
6263, 174.9014, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6127, 1.2530, -0.3369, 11.1287, 195.7664, 188.6246, -0.4913, 1.0223, -0.8296, 341.4712, 320.4156, 247.0500, -2.3229, 0.8991, 1.2991, -3.5712, 1.3791, 1.0372
6264, 174.9290, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6099, 1.2521, -0.3393, 9.4257, 192.7267, 188.2743, -0.4880, 1.0217, -0.8349, 340.6341, 318.9725, 247.0900, 0.1005, -0.0347, -0.0881, 0.1188, -0.0199, -0.1893
6265, 174.9581, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6069, 1.2506, -0.3429, 11.8670, 192.2865, 187.5916, -0.4839, 1.0198, -0.8376, 342.4173, 317.1637, 248.5412, 0.1021, -0.0511, -0.1209, 0.1405, -0.0673, -0.0924
6266, 174.9857, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6041, 1.2482, -0.3485, 13.2991, 194.0657, 187.8543, -0.4782, 1.0181, -0.8404, 342.1438, 316.1092, 247.8080, 0.1035, -0.0877, -0.2040, 0.2070, -0.0607, -0.1042
6267, 175.0134, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.6018, 1.2465, -0.3535, 13.8416, 194.5210, 187.9619, -0.4739, 1.0169, -0.8435, 341.9372, 315.3292, 247.6924, 0.0809, -0.0616, -0.1812, 0.1545, -0.0431, -0.1117
6268, 175.0411, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5978, 1.2458, -0.3639, 14.9630, 197.2811, 190.1297, -0.4682, 1.0150, -0.8454, 345.6844, 317.0620, 248.8010, 0.1467, -0.0231, -0.3752, 0.2066, -0.0701, -0.0663
6269, 175.0700, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5933, 1.2461, -0.3731, 14.9643, 197.8552, 190.6048, -0.4630, 1.0124, -0.8482, 346.7858, 320.5164, 249.0995, 0.1548, 0.0101, -0.3184, 0.1780, -0.0883, -0.0988
6270, 175.0931, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5896, 1.2463, -0.3814, 15.0109, 198.1695, 190.9655, -0.4583, 1.0102, -0.8516, 347.5782, 322.0322, 249.4252, 0.1614, 0.0075, -0.3572, 0.2035, -0.0941, -0.1473
6271, 175.1234, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5865, 1.2458, -0.3861, 14.9302, 198.9206, 189.8795, -0.4538, 1.0103, -0.8554, 346.5599, 321.0026, 249.5350, 0.1024, -0.0164, -0.1565, 0.1484, 0.0030, -0.1235
6272, 175.1510, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5848, 1.2457, -0.3896, 14.3466, 199.5050, 189.1171, -0.4508, 1.0110, -0.8579, 345.9336, 320.3149, 249.1195, 0.0623, -0.0034, -0.1264, 0.1101, 0.0238, -0.0901
6273, 175.1778, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.5840, 1.2453, -0.3916, 14.1903, 199.7030, 189.6490, -0.4479, 1.0115, -0.8604, 345.0741, 320.2005, 248.8040, 0.0280, -0.0162, -0.0753, 0.1065, 0.0191, -0.0931
